Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, old GN scoring @retreat,old GN comments,old CW scoring @retreat,comments_fit_CW,comments_delete_CW,comments_alternativeseries_CW,comments_transformations_CW,use_logfit_CW,use_linfit_CW,select_1.1_earegion_CW,select_1.1_allregions_CW,select_non1.1s_earegion_CW,select_non1.1s_allregions_CW,GN final scoring,use_logfit_GN,use_linfit_GN,select_1.1_earegion_GN,select_1.1_allregions_GN,select_non1.1s_earegion_GN,select_non1.1s_allregions_GN,PDF page,use_logfit_AGREE?,use_linfit_AGREE?,select_1.1_earegion_AGREE?,select_1.1_allregions_AGREE?,select_non1.1s_earegion_AGREE?,select_non1.1s_allregions_AGREE?,FINAL AGREED,use_logfit_FIN,use_linfit_FIN,select_1.1_earegion_FIN,select_1.1_allregions_FIN,select_non1.1s_earegion_FIN,select_non1.1s_allregions_FIN,Delete from working file,Unnamed: 89,code_without_indicator_name
sol_con_1.1Ado_d042_m028,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,1.429,0.0072056,0.066984,2013.5,3.0752,0.7789,1553.5,1.5766e+05,-134.5,0.92948,0.90597,0.085139,0.069392,-2.8411,-3.6093,0.62833,0.54038,0.61114,0.53337,0.19992,0.16751,13,11,1.1067,0.14764,0.95905,11,6,10,1,0,1,0.92902,1,1,y,y,y,y,y,y,y,y,y,y,y,4,,"reversal, partial fit to pre-peak",,0,,transformed-marketshare,1,1,0,0,0,0,,,,,,,,1372,,,,,,,,1,1,0,0,0,0,delete,,sol_con_1.1_d042_m028
sol_con_1.1Ado_d043_m028,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,1.8098,0.0019605,0.01083,2010.7,2.4282,0.51536,1555.2,1.5749e+05,-21.367,0.6974,0.59653,0.074466,0.050164,-11.815,-14.378,0.4846,0.46531,0.089601,-0.092479,0.12916,0.10352,13,13,1.2787,0.23867,1.0401,13,7,12,1,0,1,0.95643,1,1,m,y,y,y,y,y,y,y,m,m,m,4,,"reversal, partial fit to pre-peak",,0,,transformed-marketshare,1,1,0,0,0,0,,,,,,,,1373,,,,,,,,1,1,0,0,0,0,delete,,sol_con_1.1_d043_m028
sol_con_1.1Ado_d044_m028,solar leasing,Connecticut,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,1.948,0.0046557,0.039588,2013,2.2559,0.53661,1554.3,1.5758e+05,-79.421,0.81012,0.74683,0.1056,0.083274,-2.5684,-3.2821,0.45779,0.38838,0.37358,0.2483,0.19181,0.16624,13,11,1.2653,0.033544,1.2318,11,6,10,1,0,1,0.92642,1,1,y,y,y,y,y,y,y,y,y,y,y,4,,"reversal, partial fit to pre-peak",,0,,,1,1,0,0,0,0,,,,,,,,1374,,,,,,,,1,1,0,0,0,0,delete,,sol_con_3.2_d044_m028
sol_con_1.1Ado_d294_m182,solar leasing,Connecticut,1.1,Adoption over Time,Partial up to max % third party owned systems ($100k-$150k),Partial up to max %,m11,1.2821,0.30213,0.13631,2013.8,3.4276,0.82332,5.8986,2023.1,-274.08,0.97108,0.9494,0.055593,0.045024,0.81494,0.74092,0.14064,0.11819,0.91269,0.87777,0.096597,0.087586,8,6,0.98017,0.098382,0.88179,6,1,5,1,0,1,0.80605,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1375,,,,,,,,1,1,0,0,0,0,delete,,sol_con_1.1_d294_m182
sol_con_1.1Ado_d295_m182,solar leasing,Connecticut,1.1,Adoption over Time,Partial up to max % third party owned systems ($150k-$200k),Partial up to max %,m11,1.4644,0.29876,0.1282,2013.7,3.0009,0.75511,6.0352,2023.5,-257.78,0.96876,0.94533,0.055078,0.046527,0.7794,0.69116,0.14636,0.12492,0.88866,0.84413,0.10398,0.093131,8,6,1.0369,0.055621,0.98131,6,1,5,1,0,1,0.81732,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1376,,,,,,,,1,1,0,0,0,0,delete,,sol_con_1.1_d295_m182
sol_con_1.1Ado_d296_m182,solar leasing,Connecticut,1.1,Adoption over Time,Partial up to max % third party owned systems ($200k-$250k),Partial up to max %,m11,1.3441,0.011643,0.11375,2013.5,3.2694,0.67487,1552,1.578e+05,-228.7,0.96087,0.93152,0.054649,0.047024,-1.4497,-2.4296,0.43238,0.33263,0.8901,0.84614,0.091581,0.078625,8,6,1.0506,0.096315,0.95426,6,1,5,1,0,1,0.82755,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1377,,,,,,,,1,1,0,0,0,0,delete,,sol_con_1.1_d296_m182
sol_con_1.1Ado_d299_m182,solar leasing,Connecticut,1.1,Adoption over Time,Partial up to max % third party owned systems (>$250k),Partial up to max %,m11,1.4686,0.011487,0.1121,2013.4,2.9924,0.64875,1552.1,1.5779e+05,-225.38,0.94148,0.89758,0.06715,0.058725,-1.39,-2.346,0.42911,0.32725,0.85621,0.7987,0.10525,0.091,8,6,1.0466,0.027746,1.0189,6,1,5,1,0,1,0.81845,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1380,,,,,,,,1,1,0,0,0,0,delete,,sol_con_1.1_d299_m182
sol_mas_1.1Ado_d039_m028,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,0.81552,0.0045736,0.038698,2012.4,5.3885,0.57757,1554.3,1.5758e+05,-77.568,0.70264,0.60352,0.11121,0.081007,-4.7973,-5.9567,0.49105,0.44669,0.50405,0.40487,0.14362,0.097588,13,13,1.3003,0.083106,1.2172,13,7,12,1,0,1,0.8924,1,1,y,y,y,y,y,y,y,y,y,y,y,2,,"reversal, partial fit to pre-peak",,0,,,1,1,0,0,0,0,,,,,,,,1385,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_3.2_d039_m028
sol_mas_1.1Ado_d040_m028,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,0.93932,0.0040471,0.033033,2012.2,4.6783,0.51548,1554.5,1.5756e+05,-66.189,0.66146,0.54861,0.11034,0.074134,-4.5747,-5.6897,0.44776,0.40562,0.42477,0.30973,0.14383,0.10379,13,13,1.3909,0.10864,1.2823,13,7,12,1,0,1,0.8875,1,1,m,y,y,y,y,y,y,y,y,m,y,2,,"reversal, partial fit to pre-peak",,0,,,1,1,0,0,0,0,,,,,,,,1386,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_3.2_d040_m028
sol_mas_1.1Ado_d041_m028,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,1.1188,0.053788,0.021148,2011.8,3.9277,0.3915,0.74038,2031.8,-42.314,0.51519,0.35358,0.11168,0.081867,0.19875,0.0385,0.14357,0.10316,0.24341,0.092089,0.13951,0.10403,13,13,1.6194,0.074075,1.5453,13,7,12,1,0,1,0.86821,1,1,m,y,y,y,y,y,y,y,m,m,m,2,,"reversal, partial fit to pre-peak",,0,,,1,1,0,0,0,0,,,,,,,,1387,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_3.2_d041_m028
sol_mas_1.1Ado_d042_m028,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,0.87358,0.0053712,0.047242,2012.9,5.0304,0.63052,1554.1,1.576e+05,-94.772,0.7796,0.70614,0.10741,0.07714,-4.1816,-5.2179,0.52079,0.46785,0.59692,0.51631,0.14525,0.10152,13,13,1.2244,0.085644,1.1387,13,7,12,1,0,1,0.8957,1,1,y,y,y,y,y,y,y,y,y,y,y,2,,"reversal, partial fit to pre-peak",,0,,transformed-marketshare,1,1,0,0,0,0,,,,,,,,1388,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_1.1_d042_m028
sol_mas_1.1Ado_d043_m028,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,0.79262,0.0059746,0.053758,2013.1,5.5442,0.73115,1553.9,1.5762e+05,-107.84,0.80127,0.73503,0.11322,0.08906,-4.3919,-5.4702,0.58972,0.53223,0.62729,0.55274,0.15505,0.11408,13,13,1.1393,0.17643,0.96286,13,6,12,1,0,1,0.91011,1,1,y,y,y,y,y,y,y,y,y,y,y,2,,"reversal, partial fit to pre-peak",,0,,transformed-marketshare,1,1,0,0,0,0,,,,,,,,1389,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_1.1_d043_m028
sol_mas_1.1Ado_d044_m028,solar leasing,Massachusetts,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,1.1203,0.0026462,0.017967,2011.7,3.9227,0.37315,1554.9,1.5752e+05,-35.914,0.46106,0.28142,0.11572,0.082798,-3.7949,-4.7539,0.34517,0.30708,0.18188,0.018259,0.14258,0.10084,13,13,1.7124,0.1072,1.6052,13,7,12,1,0,1,0.85268,1,1,m,y,y,y,y,y,y,y,m,m,m,3,,"reversal, partial fit to pre-peak",,0,,,1,1,0,0,0,0,,,,,,,,1390,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_3.2_d044_m028
sol_mas_1.1Ado_d294_m182,solar leasing,Massachusetts,1.1,Adoption over Time,Partial up to max % third party owned systems ($100k-$150k),Partial up to max %,m11,0.40964,0.011377,0.11086,2017,10.728,1.946,1552.1,1.5778e+05,-222.79,0.82746,0.65491,0.10309,0.082807,-2.2053,-3.808,0.44435,0.36857,0.79802,0.69703,0.11154,0.078,7,7,0.38592,0.024666,0.36125,7,1,6,1,0,1,0.69993,1,1,y,y,y,y,y,y,m,y,y,m,m,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1391,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_1.1_d294_m182
sol_mas_1.1Ado_d295_m182,solar leasing,Massachusetts,1.1,Adoption over Time,Partial up to max % third party owned systems ($150k-$200k),Partial up to max %,m11,0.47445,0.31363,0.10729,2015.6,9.2622,1.3215,6.2025,2022.8,-215.62,0.84166,0.68332,0.094399,0.072345,0.83209,0.74814,0.097209,0.078611,0.81808,0.72712,0.10118,0.064245,7,7,0.54257,0.042377,0.5002,7,1,6,1,0,1,0.70446,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1392,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_1.1_d295_m182
sol_mas_1.1Ado_d296_m182,solar leasing,Massachusetts,1.1,Adoption over Time,Partial up to max % third party owned systems ($200k-$250k),Partial up to max %,m11,0.48238,0.30784,0.092571,2015.3,9.1098,1.0541,5.4536,2023,-186.05,0.77812,0.55623,0.099311,0.077518,0.76684,0.65026,0.1018,0.086498,0.77117,0.65675,0.10085,0.06951,7,7,0.60149,0.027513,0.57397,7,1,6,1,0,1,0.6912,1,1,y,y,y,y,y,y,m,y,y,m,m,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1393,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_1.1_d296_m182
sol_mas_1.1Ado_d299_m182,solar leasing,Massachusetts,1.1,Adoption over Time,Partial up to max % third party owned systems (>$250k),Partial up to max %,m11,0.49029,0.31533,0.092464,2015.4,8.963,1.0804,5.6751,2022.9,-185.83,0.79781,0.59562,0.094285,0.069939,0.78677,0.68015,0.096826,0.078388,0.77782,0.66673,0.098837,0.066571,7,7,0.59144,0.037023,0.55442,7,1,6,1,0,1,0.69268,1,1,y,y,y,y,y,y,m,y,y,m,m,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1396,,,,,,,,1,1,0,0,0,0,delete,,sol_mas_1.1_d299_m182
sol_new_1.1Ado_d039_m028,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,0.017651,0.00052246,-0.0042527,284.74,248.97,0.66646,1555.8,1.5743e+05,9.24,-2.8866e-15,-0.33333,0.23947,0.19996,-7.7452,-9.4943,0.70818,0.66646,0.0044152,-0.1947,0.23894,0.19538,13,13,1.4014,0.13954,1.2619,13,9,12,1,0,1,0.96068,1,1,n,y,y,y,y,y,y,y,m,n,m,4,,"reversal, partial fit to pre-peak","weird fit, use partial",0,,,0,0,0,0,0,0,,,,,,,,1400,,,,,,,,0,0,0,0,0,0,delete,,sol_new_3.2_d039_m028
sol_new_1.1Ado_d040_m028,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,0.010349,0.00055877,-0.0039066,458.86,424.61,0.62254,1555.7,1.5744e+05,8.4982,-9.1633e-10,-0.33333,0.24266,0.20573,-6.5817,-8.098,0.66816,0.62254,0.0036285,-0.19565,0.24222,0.20152,13,13,1.4441,0.10441,1.3397,13,7,12,1,0,1,0.96013,1,1,n,y,y,y,y,y,y,y,m,n,m,4,,"reversal, partial fit to pre-peak","weird fit, use partial",0,,,0,0,0,0,0,0,,,,,,,,1401,,,,,,,,0,0,0,0,0,0,delete,,sol_new_3.2_d040_m028
sol_new_1.1Ado_d041_m028,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,-0.67839,0.00042985,-0.0053434,2021.7,-6.4778,0.62903,1555.8,1.5744e+05,11.331,0.1559,-0.12547,0.23592,0.17585,-4.7294,-5.8753,0.61463,0.55842,0.0060624,-0.19273,0.256,0.21925,13,13,1.4165,0.036564,1.3799,13,9,12,1,0,1,0.95467,1,1,n,y,y,y,y,y,y,y,m,n,m,4,,"reversal, partial fit to pre-peak","weird fit, use partial",0,,,0,0,0,0,0,0,,,,,,,,1402,,,,,,,,0,0,0,0,0,0,delete,,sol_new_3.2_d041_m028
sol_new_1.1Ado_d042_m028,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,-0.016969,0.0013186,0.0042967,3694,-258.97,0.71308,1555.5,1.5746e+05,-7.9491,-2.931e-14,-0.33333,0.23908,0.18684,-8.8959,-10.875,0.75209,0.71308,0.0045219,-0.19457,0.23854,0.19147,13,13,1.3266,0.089752,1.2369,13,9,12,1,0,1,0.95675,1,1,n,y,y,y,y,y,y,y,m,n,m,4,,"reversal, partial fit to pre-peak","weird fit, use partial",0,,transformed-marketshare,0,0,0,0,0,0,,,,,,,,1403,,,,,,,,0,0,0,0,0,0,delete,,sol_new_1.1_d042_m028
sol_new_1.1Ado_d043_m028,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,3.6705,0.001838,0.0098791,2010.6,1.1972,0.82886,1555.4,1.5747e+05,-19.159,0.77166,0.69554,0.10999,0.08823,-10.811,-13.174,0.79107,0.75685,0.025789,-0.16905,0.22719,0.17296,13,13,1.1461,0.091692,1.0545,13,7,12,1,0,1,0.95376,1,1,y,y,y,y,y,y,y,y,m,y,m,4,,"reversal, partial fit to pre-peak","weird fit, use partial",0,,transformed-marketshare,0,0,0,0,0,0,,,,,,,,1404,,,,,,,,0,0,0,0,0,0,delete,,sol_new_1.1_d043_m028
sol_new_1.1Ado_d044_m028,solar leasing,New Jersey,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,-0.69311,0.00039716,-0.0056978,2021.7,-6.3402,0.62839,1555.8,1.5743e+05,12.046,0.1693,-0.1076,0.22365,0.16574,-5.1983,-6.438,0.61091,0.55946,0.0075486,-0.19094,0.24445,0.20675,13,13,1.4004,0.074795,1.3256,13,9,12,1,0,1,0.95705,1,1,n,y,y,y,y,y,y,y,m,n,m,4,,"reversal, partial fit to pre-peak","weird fit, use partial",0,,,0,0,0,0,0,0,,,,,,,,1405,,,,,,,,0,0,0,0,0,0,delete,,sol_new_3.2_d044_m028
sol_new_1.1Ado_d294_m182,solar leasing,New Jersey,1.1,Adoption over Time,Partial up to max % third party owned systems ($100k-$150k),Partial up to max %,m11,2.174,0.020337,0.2065,2010.9,2.0214,0.92162,1549.5,1.5804e+05,-414.82,0.99502,0.98008,0.022428,0.019873,-4.281,-9.562,0.73038,0.6576,0.84429,0.68858,0.12542,0.11968,5,5,1.0134,0.10091,0.91252,5,1,4,1,0,1,0.78539,1,1,y,n,y,y,y,y,y,y,y,n,n,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1406,,,,,,,,1,1,0,0,0,0,delete,,sol_new_1.1_d294_m182
sol_new_1.1Ado_d295_m182,solar leasing,New Jersey,1.1,Adoption over Time,Partial up to max % third party owned systems ($150k-$200k),Partial up to max %,m11,2.0331,0.012512,0.12343,2011,2.1614,0.88797,1551.9,1.578e+05,-247.77,0.99344,0.98688,0.023884,0.021828,-5.4393,-8.659,0.74842,0.68786,0.70055,0.55083,0.16139,0.13641,7,7,1.0124,0.073201,0.93922,7,1,6,1,0,1,0.87019,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1407,,,,,,,,1,1,0,0,0,0,delete,,sol_new_1.1_d295_m182
sol_new_1.1Ado_d296_m182,solar leasing,New Jersey,1.1,Adoption over Time,Partial up to max % third party owned systems ($200k-$250k),Partial up to max %,m11,2.219,0.022144,0.2256,2011.3,1.9803,0.87972,1548.9,1.581e+05,-453.35,0.99592,0.9837,0.021617,0.020536,-2.6867,-6.3734,0.65013,0.555,0.88786,0.77571,0.11339,0.10376,5,5,1.0128,0.026145,0.98667,5,1,4,1,0,1,0.76124,1,1,y,n,y,y,y,y,y,y,y,n,n,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1408,,,,,,,,1,1,0,0,0,0,delete,,sol_new_1.1_d296_m182
sol_new_1.1Ado_d299_m182,solar leasing,New Jersey,1.1,Adoption over Time,Partial up to max % third party owned systems (>$250k),Partial up to max %,m11,2.1438,0.020921,0.2126,2011.3,2.0498,0.86154,1549.3,1.5806e+05,-427.19,0.99501,0.98003,0.022695,0.019022,-3.0013,-7.0025,0.64244,0.5564,0.87636,0.75273,0.11293,0.10264,5,5,1.0214,0.054553,0.96687,5,1,4,1,0,1,0.77058,1,1,y,n,y,y,y,y,y,y,y,n,n,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1411,,,,,,,,1,1,0,0,0,0,delete,,sol_new_1.1_d299_m182
sol_usa_1.1Ado_d039_m028,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($100k-$150k),%,m11,-0.6571,0.00029441,-0.0070385,2022.2,-6.6877,0.45401,1555.7,1.5744e+05,14.603,0.24416,-0.0077914,0.1087,0.074091,-10.91,-13.292,0.43151,0.413,0.044363,-0.14676,0.12223,0.092408,13,13,1.3105,0.33479,0.97574,13,7,12,1,0,1,0.95344,1,1,n,y,y,y,y,y,y,y,m,n,m,,,,,0,,,1,1,0,0,0,0,,,,,,,,1415,,,,,,,,1,1,0,0,0,0,delete,,sol_usa_3.2_d039_m028
sol_usa_1.1Ado_d040_m028,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($150k-$200k),%,m11,0.074141,-0.024759,-0.011418,1635.6,59.271,0.38615,3.8107,1923.4,23.404,-3.4128e-13,-0.33333,0.11804,0.099704,0.10991,-0.068107,0.11136,0.085242,0.13099,-0.04281,0.11003,0.081547,13,13,1.4916,0.43765,1.054,13,10,12,1,0,1,0.9533,1,1,n,y,y,y,y,y,y,y,m,n,m,,,,,0,,,0,1,0,0,0,0,,,,,,,,1416,,,,,,,,0,1,0,0,0,0,delete,,sol_usa_3.2_d040_m028
sol_usa_1.1Ado_d041_m028,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($200k-$250k),%,m11,-0.46394,-0.039712,-0.015802,2021,-9.472,0.40451,1.6674,1975.2,32.19,0.4055,0.20733,0.092188,0.066683,0.20542,0.046498,0.10658,0.083814,0.24455,0.093462,0.10392,0.077926,13,13,1.4066,0.40542,1.0012,13,10,12,1,0,1,0.94537,1,1,m,y,y,y,y,y,y,y,m,m,m,,,,,0,,,1,1,0,0,0,0,,,,,,,,1417,,,,,,,,1,1,0,0,0,0,delete,,sol_usa_3.2_d041_m028
sol_usa_1.1Ado_d042_m028,solar leasing,US,1.1,Adoption over Time,% third party owned systems ($50k-$100k),%,m11,2.2988,0.00097739,0.00028571,2010.4,1.9117,0.46773,1555.5,1.5746e+05,-0.14223,0.51908,0.35877,0.085772,0.066066,-12.3,-14.96,0.45106,0.43377,7.471e-05,-0.19991,0.12368,0.09471,13,13,1.3213,0.30573,1.0155,13,7,12,1,0,1,0.95473,1,1,m,y,y,y,y,y,y,y,m,m,m,,,,"weird fit, use partial",0,,transformed-marketshare,0,0,0,0,0,0,,,,,,,,1418,,,,,,,,0,0,0,0,0,0,delete,,sol_usa_1.1_d042_m028
sol_usa_1.1Ado_d043_m028,solar leasing,US,1.1,Adoption over Time,% third party owned systems (<$50k),%,m11,1.8098,0.0019605,0.01083,2010.7,2.4282,0.51536,1555.2,1.5749e+05,-21.367,0.6974,0.59653,0.074466,0.050164,-11.815,-14.378,0.4846,0.46531,0.089601,-0.092479,0.12916,0.10352,13,13,1.2787,0.23867,1.0401,13,7,12,1,0,1,0.95643,1,1,m,y,y,y,y,y,y,y,m,m,m,,,,"weird fit, use partial",0,,transformed-marketshare,0,0,0,0,0,0,,,,,,,,1419,,,,,,,,0,0,0,0,0,0,delete,,sol_usa_1.1_d043_m028
sol_usa_1.1Ado_d044_m028,solar leasing,US,1.1,Adoption over Time,% third party owned systems (>$250k),%,m11,-0.42741,-0.044752,-0.017027,2020.8,-10.282,0.4,0.46927,2007.2,34.648,0.40355,0.20474,0.094297,0.067514,0.23062,0.076739,0.1071,0.082754,0.27227,0.12673,0.10416,0.076277,13,13,1.4475,0.395,1.0525,13,10,12,1,0,1,0.94015,1,1,m,y,y,y,y,y,y,y,m,m,m,,,,,0,,,1,1,0,0,0,0,,,,,,,,1420,,,,,,,,1,1,0,0,0,0,delete,,sol_usa_3.2_d044_m028
sol_usa_1.1Ado_d294_m182,solar leasing,US,1.1,Adoption over Time,Partial up to max % third party owned systems ($100k-$150k),Partial up to max %,m11,-0.25079,0.0061113,0.054964,2110.1,-17.523,0.46357,1553.8,1.5761e+05,-110.18,-5.9457e-11,-1,0.145,0.11604,-10.221,-15.832,0.48572,0.46357,0.57476,0.36214,0.094554,0.071051,7,7,1.2835,0.32789,0.95562,7,1,6,1,0,1,0.86979,1,1,n,y,y,y,y,y,y,y,y,n,y,,,,,0,,transformed-partial,0,1,0,0,0,0,,,,,,,,1421,,,,,,,,0,1,0,0,0,0,delete,,sol_usa_1.1_d294_m182
sol_usa_1.1Ado_d295_m182,solar leasing,US,1.1,Adoption over Time,Partial up to max % third party owned systems ($150k-$200k),Partial up to max %,m11,2.0478,0.23959,0.1137,2010.4,2.146,0.53442,6.4222,2023.2,-228.3,0.93034,,0.039967,0.034163,0.60298,-0.19107,0.095415,0.089183,0.70472,0.11415,0.082287,0.07775,4,4,1.0778,0.31623,0.76157,4,1,3,1,0,1,0.76204,1,1,y,n,y,y,y,y,y,y,y,n,n,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1422,,,,,,,,1,1,0,0,0,0,delete,,sol_usa_1.1_d295_m182
sol_usa_1.1Ado_d296_m182,solar leasing,US,1.1,Adoption over Time,Partial up to max % third party owned systems ($200k-$250k),Partial up to max %,m11,1.9433,0.011142,0.1083,2010.5,2.2613,0.51299,1552.3,1.5776e+05,-217.46,0.87684,,0.052173,0.045614,-6.6632,-21.99,0.41154,0.38375,0.66336,-0.0099107,0.086256,0.07575,4,4,1.1092,0.3197,0.78949,4,1,3,1,0,1,0.75833,1,1,y,n,y,y,y,y,y,y,y,n,n,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1423,,,,,,,,1,1,0,0,0,0,delete,,sol_usa_1.1_d296_m182
sol_usa_1.1Ado_d299_m182,solar leasing,US,1.1,Adoption over Time,Partial up to max % third party owned systems (>$250k),Partial up to max %,m11,2.0076,0.2429,0.1112,2010.5,2.1889,0.51775,5.9347,2022.9,-223.29,0.87222,,0.055053,0.047971,0.55054,-0.34838,0.10325,0.09118,0.65166,-0.045031,0.090898,0.08,4,4,1.1183,0.30517,0.81314,4,1,3,1,0,1,0.75685,1,1,y,n,y,y,y,y,y,y,y,n,n,,,,,0,,transformed-partial,1,1,0,0,0,0,,,,,,,,1426,,,,,,,,1,1,0,0,0,0,delete,,sol_usa_1.1_d299_m182
